,Media Sources,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
255,@CNN,Sat Jul 14 09:31:00 +0000 2018,A rescue organization in the Turks and Caicos Islands finds good homes for stray potcake puppies -- and allows tour… https://t.co/iNMmocN8kl,0.7351,0.256,0.744,0.0,55
256,@CNN,Sat Jul 14 09:01:03 +0000 2018,"The US Navy has expanded its hair rules for female sailors, now permitting braids, ponytails and lock hairstyles… https://t.co/dOUdRk9UTb",0.0,0.0,1.0,0.0,56
257,@CNN,Sat Jul 14 08:31:00 +0000 2018,There is now only one Blockbuster store left in the United States https://t.co/eVtGl36DfQ https://t.co/mSVPk9Ctj8,0.7717,0.358,0.642,0.0,57
258,@CNN,Sat Jul 14 08:01:07 +0000 2018,Shark bites Instagram model posing in the Bahamas https://t.co/w8PWXHQQA9 https://t.co/PDEQl5ItJK,0.0,0.0,1.0,0.0,58
259,@CNN,Sat Jul 14 07:31:00 +0000 2018,"Build-A-Bear was forced to turn customers away after an onslaught of people came to take advantage of its ""pay your… https://t.co/mQstVtHGrj",-0.34,0.082,0.738,0.18,59
260,@CNN,Sat Jul 14 07:01:41 +0000 2018,"Hawaii just became the first state in the US to ban the sale of sunscreens that can harm coral reefs. Banana Boat,… https://t.co/3gDJp7a6Pr",-0.7964,0.0,0.747,0.253,60
261,@CNN,Sat Jul 14 06:31:00 +0000 2018,The first underwater museum in the United States has opened off the coast of northwest Florida… https://t.co/U10bURPlJy,0.4215,0.149,0.851,0.0,61
262,@CNN,Sat Jul 14 06:01:04 +0000 2018,"A flight from Hong Kong to the Chinese mainland suddenly lost air pressure and dropped nearly 20,000 feet because t… https://t.co/PwqdFH1baL",-0.5423,0.0,0.8,0.2,62
263,@CNN,Sat Jul 14 05:46:07 +0000 2018,The world's largest water slide will be demolished after a boy died on the ride in 2016 https://t.co/qy7pPAIIpj https://t.co/5B2eS3BeUG,-0.5574,0.0,0.825,0.175,63
264,@CNN,Sat Jul 14 05:31:00 +0000 2018,"A particle called a neutrino was detected on Earth, found by sensors deep in the Antarctic ice, and traced to its s… https://t.co/2hYUZxCN18",0.0,0.0,1.0,0.0,64
265,@CNN,Sat Jul 14 05:16:04 +0000 2018,Donald Trump says he's more popular than Abraham Lincoln. That's a hard claim to back up. https://t.co/OuPCv74UuU https://t.co/8Vq521unnS,0.4005,0.159,0.77,0.072,65
266,@CNN,Sat Jul 14 05:05:03 +0000 2018,"Nancy Sinatra, the first wife of singer Frank Sinatra, died Friday at the age of 101, her daughter said https://t.co/Vrg3IJD89f",-0.5574,0.0,0.841,0.159,66
267,@CNN,Sat Jul 14 05:01:07 +0000 2018,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/kR8NfiUSis,-0.5423,0.072,0.717,0.211,67
268,@CNN,Sat Jul 14 04:46:08 +0000 2018,A jury has awarded $4.62 billion to 22 women who sued pharmaceutical giant Johnson &amp; Johnson alleging their ovarian… https://t.co/rQDYbNWZTD,0.4019,0.13,0.87,0.0,68
269,@CNN,Sat Jul 14 04:31:00 +0000 2018,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/cgXFVEx1o5,0.1779,0.072,0.928,0.0,69
270,@CNN,Sat Jul 14 04:16:05 +0000 2018,President Trump and Katy Perry are among the Twitter users hit hardest by the follower purge https://t.co/4V3kmwmrhL https://t.co/Uak1BlooYe,0.0,0.0,1.0,0.0,70
271,@CNN,Sat Jul 14 04:01:08 +0000 2018,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/HCBw2jd5h8",0.0,0.0,1.0,0.0,71
272,@CNN,Sat Jul 14 03:44:09 +0000 2018,"Is there such a thing as going too far for a laugh? #HistoryOfComedy is back, and pushing boundaries further than e… https://t.co/TFgGf1hYqY",0.5574,0.159,0.841,0.0,72
273,@CNN,Sat Jul 14 03:37:14 +0000 2018,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/dYT6NIBJ4p",0.0,0.0,1.0,0.0,73
274,@CNN,Sat Jul 14 03:31:04 +0000 2018,"Tomatoes and strawberries were disappearing for weeks from hanging baskets outside this family's house, but a secur… https://t.co/uqaam0yNAA",0.0,0.0,1.0,0.0,74
275,@CNN,Sat Jul 14 03:27:58 +0000 2018,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/ZrRGUduQ40",0.0,0.0,1.0,0.0,75
276,@CNN,Sat Jul 14 03:16:03 +0000 2018,Mysterious burns on teen's face caused by brush with toxic plant https://t.co/oHEvX9UAW9 https://t.co/bU0ztER1VM,0.0,0.0,1.0,0.0,76
277,@CNN,Sat Jul 14 03:14:15 +0000 2018,"RT @AC360: Hi, I'm @AndersonCooper. I am really excited about our new show on Facebook Watch called Full Circle, a program created for you,…",0.5709,0.19,0.81,0.0,77
278,@CNN,Sat Jul 14 03:01:03 +0000 2018,Roger Stone appears to be the unnamed individual in a new Russia probe indictment made public Friday who is describ… https://t.co/zeashgdqOn,0.0,0.0,1.0,0.0,78
279,@CNN,Sat Jul 14 02:51:02 +0000 2018,The woman who was harassed by a man for wearing a Puerto Rico flag shirt wants the officer who ignored her pleas fo… https://t.co/JuErNNdBTT,-0.7003,0.0,0.775,0.225,79
280,@CNN,Sat Jul 14 02:31:56 +0000 2018,"RT @AC360: Anderson Cooper: The ""witch hunt,"" as the President called it, has now yielded 191 charges against 32 individuals and 3 companie…",-0.5574,0.0,0.813,0.187,80
281,@CNN,Sat Jul 14 02:28:19 +0000 2018,How will Trump deal with Putin in Helsinki? | By Michael Bociurkiw via @CNNOpinion https://t.co/8TvNaMjvxP https://t.co/5P7J59HZtl,0.0,0.0,1.0,0.0,81
282,@CNN,Sat Jul 14 02:27:07 +0000 2018,6 takeaways from the indictment of Russians for DNC hacking https://t.co/YjtwLqHn5F https://t.co/nAryrG6hCZ,0.0,0.0,1.0,0.0,82
283,@CNN,Sat Jul 14 02:24:13 +0000 2018,Apple is helping bring education to girls in Brazil https://t.co/iFGmNlvCNu https://t.co/yNYKe0uvdN,0.296,0.18,0.82,0.0,83
284,@CNN,Sat Jul 14 02:16:03 +0000 2018,"Despite Russia election bombshell, the Trump-Putin show will go on | Analysis by CNN's @StCollinson… https://t.co/z05mQ9M8DT",0.0,0.0,1.0,0.0,84
285,@CNN,Sat Jul 14 02:15:12 +0000 2018,"A Chinese spy ship is currently spying on a major US-led military exercise off the coast of Hawaii, the same exerci… https://t.co/TqPlHPG1b6",0.0,0.0,1.0,0.0,85
286,@CNN,Sat Jul 14 02:07:48 +0000 2018,At least 128 people have died in a suicide attack in Pakistan that targeted the convoy of a political candidate in… https://t.co/n2w7kqnweP,-0.9042,0.0,0.603,0.397,86
287,@CNN,Sat Jul 14 02:06:03 +0000 2018,Former Pakistani Prime Minister Nawaz Sharif and his daughter have been arrested and are being held in Islamabad af… https://t.co/w980YBz06B,-0.4767,0.0,0.86,0.14,87
288,@CNN,Sat Jul 14 02:01:04 +0000 2018,"The FDA for the first time has approved a drug to treat smallpox.

The disease was eradicated in the 1980s, but the… https://t.co/80tEjE75Yi",0.4118,0.158,0.842,0.0,88
289,@CNN,Sat Jul 14 01:51:06 +0000 2018,The death of a 16-year-old who was pinned and suffocated in his own minivan has prompted Cincinnati officials to im… https://t.co/l0xG9BFXxP,-0.5994,0.0,0.83,0.17,89
290,@CNN,Sat Jul 14 01:41:08 +0000 2018,The indictment of 12 Russians has stunning implications | By Harry Litman via @CNNOpinion https://t.co/6lbXQQ2RW5 https://t.co/ufwplUdzj8,0.3818,0.157,0.843,0.0,90
291,@CNN,Sat Jul 14 01:36:05 +0000 2018,"RT @CuomoPrimeTime: .@ChrisCuomo: ""You can't read this indictment... and not face the reality that the United States was hacked, by Russia,…",0.0258,0.114,0.776,0.11,91
292,@CNN,Sat Jul 14 01:31:07 +0000 2018,The US Food and Drug Administration is advising people to avoid eating fresh crab meat from Venezuela because of po… https://t.co/3PEVpUFyFO,0.0258,0.098,0.809,0.094,92
293,@CNN,Sat Jul 14 01:21:04 +0000 2018,Scarlett Johansson has opted to withdraw from a film in which she was set to play a transgender man after her casti… https://t.co/yd5SVHkmck,0.34,0.107,0.893,0.0,93
294,@CNN,Sat Jul 14 01:12:02 +0000 2018,"RT @AC360: .@JeffreyToobin: ""Today is actually a significant moment in American history. We've only had 45 presidents... now we know one of…",0.2023,0.083,0.917,0.0,94
295,@CNN,Sat Jul 14 01:10:08 +0000 2018,"Seven in 10 registered voters say they're extremely or very interested in the November elections, a record high in… https://t.co/2bpEVzpV1e",0.5034,0.153,0.847,0.0,95
296,@CNN,Sat Jul 14 01:01:03 +0000 2018,Republicans praise ex-FBI lawyer Lisa Page's testimony one day after the heated Peter Strzok hearing… https://t.co/9CWHzrApH9,0.5574,0.194,0.806,0.0,96
297,@CNN,Sat Jul 14 01:00:20 +0000 2018,"RT @OutFrontCNN: ""It's as if your neighbor came over, robbed your house, burned it down, and then next day you go have a meal with him at t…",0.0,0.0,1.0,0.0,97
298,@CNN,Sat Jul 14 01:00:10 +0000 2018,"RT @AC360: Journalist @carlbernstein on Russian indictments: ""This was an act of war by the Russians. An act of cyber warfare to undermine…",-0.7269,0.0,0.775,0.225,98
299,@CNN,Sat Jul 14 00:54:14 +0000 2018,Former CIA Director Michael Hayden said he anticipates many more indictments -- including those of Americans -- to… https://t.co/eO4QMTijWa,0.0,0.0,1.0,0.0,99
300,@FoxNews,Sun Jul 15 02:21:23 +0000 2018,Arizona lawmaker apologizes after bragging about speeding to cop during traffic stop https://t.co/kaGtI6s1V5,0.0772,0.159,0.701,0.14,0
301,@FoxNews,Sun Jul 15 02:15:58 +0000 2018,"Woman admits to killing her father after finding his child pornography collection, including photos of herself https://t.co/1gXPSkV1WM",-0.4939,0.102,0.694,0.204,1
302,@FoxNews,Sun Jul 15 02:05:17 +0000 2018,I was Supreme Court nominee Kavanaugh's law clerk -- Let me tell you about the man I know https://t.co/xx1IdPQpTh,0.5574,0.184,0.816,0.0,2
303,@FoxNews,Sun Jul 15 02:02:58 +0000 2018,"'Organized Cruelty’: Clinton Blasts Trump Administration for 'Trying to Rip the Heart Out of America' 
 https://t.co/18eXz2MkhV",0.0,0.0,1.0,0.0,3
304,@FoxNews,Sun Jul 15 01:50:28 +0000 2018,Rep. DeSantis Blasts Strzok After House Hearing: 'Why Is He Still Getting a Paycheck?' https://t.co/OfPs7CraKb,0.0,0.0,1.0,0.0,4
305,@FoxNews,Sun Jul 15 01:33:49 +0000 2018,".@GovMikeHuckabee on NATO: ""Thank goodness that [@POTUS] doesn't just roll over and let these smaller nations push… https://t.co/BP8oeduxjR",0.6705,0.256,0.744,0.0,5
306,@FoxNews,Sun Jul 15 01:29:08 +0000 2018,".@DarrellIssa on Strzok hearing: ""The only justice we're gonna get is from the American people who hearing Peter St… https://t.co/OEqaWxt1MM",0.5267,0.152,0.848,0.0,6
307,@FoxNews,Sun Jul 15 01:19:34 +0000 2018,Judge has second thoughts hours after praising Trump administration for family reunifications https://t.co/OLfCTYNaCo,0.5423,0.226,0.774,0.0,7
308,@FoxNews,Sun Jul 15 01:16:04 +0000 2018,"Woman admits to killing her father after finding his child pornography collection, including photos of herself https://t.co/7VJLlNITgo",-0.4939,0.102,0.694,0.204,8
309,@FoxNews,Sun Jul 15 01:16:00 +0000 2018,"TOMORROW: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/0gPYq3L8yX",-0.3867,0.067,0.79,0.143,9
310,@FoxNews,Sun Jul 15 01:08:32 +0000 2018,Richmond Airport apologizes after official reportedly told mom breastfeeding was 'indecent exposure' https://t.co/Xtxn2hdvD2,0.3612,0.172,0.828,0.0,10
311,@FoxNews,Sun Jul 15 00:58:05 +0000 2018,Fireworks illuminate the Eiffel Tower in Paris during Bastille Day celebrations on Saturday. Bastille Day marks the… https://t.co/jrdfd9MVyR,0.0,0.0,1.0,0.0,11
312,@FoxNews,Sun Jul 15 00:50:00 +0000 2018,MONDAY: Chris Wallace sits down for an exclusive interview with Russian President Vladimir Putin following the summ… https://t.co/QMUwJiVkk4,0.128,0.081,0.919,0.0,12
313,@FoxNews,Sun Jul 15 00:45:16 +0000 2018,".@DiamondandSilk on Peter Strzok: ""We want answers from him."" @WattersWorld https://t.co/OKFrRUkd8S",0.0772,0.115,0.885,0.0,13
314,@FoxNews,Sun Jul 15 00:43:27 +0000 2018,‘Pretty plane girl’ slams passenger for sharing ‘false’ viral ‘Plane bae’ story to Twitter without consent https://t.co/TGDFt4mlpN,0.281,0.144,0.771,0.086,14
315,@FoxNews,Sun Jul 15 00:38:49 +0000 2018,.@SecPompeo: Trump-Putin summit should proceed https://t.co/DeAgnC4mCK,0.0,0.0,1.0,0.0,15
316,@FoxNews,Sun Jul 15 00:35:00 +0000 2018,An MV-22B Osprey tiltrotor aircraft sits on display through a firework show during the Marine Corps Air Station Fut… https://t.co/bqblXorf9U,0.0,0.0,1.0,0.0,16
317,@FoxNews,Sun Jul 15 00:28:44 +0000 2018,".@KimStrassel on Strzok hearing: ""This is the @FBI continuing to obstruct congressional oversight."" @WattersWorld https://t.co/2xUTBtWyIb",0.0,0.0,1.0,0.0,17
318,@FoxNews,Sun Jul 15 00:09:53 +0000 2018,OPINION: My baby nephew was dying and his mother's response was unforgettable https://t.co/RfNT4KHBmx,0.0,0.0,1.0,0.0,18
319,@FoxNews,Sun Jul 15 00:07:38 +0000 2018,"Jaguar escapes captivity in New Orleans, killing 6 other animals before being sedated https://t.co/Vf4GSketys",-0.5994,0.089,0.651,0.26,19
320,@FoxNews,Sun Jul 15 00:02:55 +0000 2018,"Russia not attacking midterms on same 'scale or scope' as in 2016, Nielsen says https://t.co/yE9yols4EG",0.357,0.15,0.85,0.0,20
321,@FoxNews,Sat Jul 14 23:53:15 +0000 2018,Senate Democrats are gearing up to fight Brett Kavanaugh's Supreme Court nomination; Lauren Green reports.… https://t.co/BLjXm9X3Dh,0.25,0.178,0.693,0.129,21
322,@FoxNews,Sat Jul 14 23:43:07 +0000 2018,".@SenWarren on Brett Kavanaugh: ""Trump didn't name someone who would stand up for working people the way he promise… https://t.co/5rh5J9jWjV",0.0,0.0,1.0,0.0,22
323,@FoxNews,Sat Jul 14 23:35:51 +0000 2018,"Sen. @LindseyGrahamSC: ""I have a lot of faith in President Trump. Bush misread Putin. Putin ran over Obama because… https://t.co/6V4yiSfgqQ",0.1779,0.128,0.776,0.096,23
324,@FoxNews,Sat Jul 14 23:35:00 +0000 2018,"Don’t miss a special @FoxandFriends live from Helsinki, Sunday at 6a ET! https://t.co/UGzyDSS1zV",0.3382,0.205,0.685,0.11,24
325,@FoxNews,Sat Jul 14 23:34:05 +0000 2018,".@GillianHTurner: ""In a new 29-page indictment the DOJ released [Friday] the Russia special counsel draws a direct… https://t.co/DRkpZcFe2h",0.4019,0.153,0.847,0.0,25
326,@FoxNews,Sat Jul 14 23:29:38 +0000 2018,President @realDonaldTrump and Russian President Vladimir Putin will meet Monday in Helsinki; @kevincorke reports.… https://t.co/sQPQXqtx3g,0.0,0.0,1.0,0.0,26
327,@FoxNews,Sat Jul 14 23:11:04 +0000 2018,Florida man warns about saltwater poisoning after dog dies days after beach trip https://t.co/BZqLVmwPFq,-0.6369,0.0,0.698,0.302,27
328,@FoxNews,Sat Jul 14 22:58:41 +0000 2018,"Benham Ben Taleblu: ""@POTUS hit it perfectly when he was talking about the German contradiction which is, here's a… https://t.co/bzLoljROdL",0.4939,0.174,0.744,0.083,28
329,@FoxNews,Sat Jul 14 22:50:45 +0000 2018,Trump blames Obama administration after Russia indictments: 'Why didn't they do something about it?' https://t.co/iVUSyCFRb2,-0.4019,0.0,0.838,0.162,29
330,@FoxNews,Sat Jul 14 22:38:01 +0000 2018,".@JohnGaramendi on Trump, Putin meeting: ""I think the meeting should take place because it is a necessity for… https://t.co/CCCbl2cHdd",0.0,0.0,1.0,0.0,30
331,@FoxNews,Sat Jul 14 22:30:03 +0000 2018,Fox News Poll: Should President Trump meet with Russian President Vladimir Putin. https://t.co/C9RQuNcjli,0.0,0.0,1.0,0.0,31
332,@FoxNews,Sat Jul 14 22:25:16 +0000 2018,Woman wanted for grand theft goes missing after her husband dies with lethal levels of Benadryl in his system https://t.co/srGoRMsUuT,0.2023,0.129,0.776,0.095,32
333,@FoxNews,Sat Jul 14 22:19:37 +0000 2018,Ken Starr on Supreme Court Nominee Kavanaugh: He 'Deserves Confirmation Overwhelmingly' https://t.co/5ZaQKKYYY2,0.4767,0.238,0.662,0.099,33
334,@FoxNews,Sat Jul 14 22:09:26 +0000 2018,Haitian prime minister resigns after widespread protests over fuel price hike https://t.co/W70RwW7QJN,-0.4939,0.0,0.704,0.296,34
335,@FoxNews,Sat Jul 14 21:57:34 +0000 2018,Mom of Waffle House shooting survivor gets wedding dress for waitress who saved son's life https://t.co/2YzczpVmzP,0.6486,0.275,0.725,0.0,35
336,@FoxNews,Sat Jul 14 21:49:00 +0000 2018,MONDAY: Chris Wallace sits down for an exclusive interview with Russian President Vladimir Putin following the summ… https://t.co/li0ZrixvsG,0.128,0.081,0.919,0.0,36
337,@FoxNews,Sat Jul 14 21:38:17 +0000 2018,OPINION: We need to hear more about anti-Trump bias by the FBI and Mueller's team -- House hearing must not be the… https://t.co/beDMTGG0u6,-0.1689,0.0,0.93,0.07,37
338,@FoxNews,Sat Jul 14 21:32:00 +0000 2018,"New York boy, 3, sings national anthem at baseball game in adorable video #ProudAmerican  https://t.co/juLD2qOhoA",0.4939,0.186,0.814,0.0,38
339,@FoxNews,Sat Jul 14 21:26:59 +0000 2018,'Papa John' Schnatter claims he was ‘pushed’ to use n-word https://t.co/exI8jVHsEN,0.0,0.0,1.0,0.0,39
340,@FoxNews,Sat Jul 14 21:21:55 +0000 2018,Defense Sec. James Mattis met with Balkan defense chiefs ahead of the Russia summit; @JenGriffinFNC reports. https://t.co/LFPkh5kWIm,0.25,0.167,0.833,0.0,40
341,@FoxNews,Sat Jul 14 21:18:52 +0000 2018,Mixed emotions in Balkans over Croatia's World Cup success https://t.co/HjViF2RVQ6,0.5719,0.291,0.709,0.0,41
342,@FoxNews,Sat Jul 14 21:15:21 +0000 2018,Ken Starr on Supreme Court Nominee Kavanaugh: He 'Deserves Confirmation Overwhelmingly' https://t.co/NqY8Z6wP2V https://t.co/qL9H1wT4BB,0.4767,0.224,0.683,0.093,42
343,@FoxNews,Sat Jul 14 21:13:15 +0000 2018,President @realDonaldTrump and Russian President Vladimir Putin will meet in Helsinki on Monday; @kevincorke report… https://t.co/7pmrHY6uxs,0.0,0.0,1.0,0.0,43
344,@FoxNews,Sat Jul 14 21:11:20 +0000 2018,Trump supporters turn out in London a day after protests https://t.co/ntCJCB9Rhc,0.25,0.227,0.625,0.148,44
345,@FoxNews,Sat Jul 14 21:05:30 +0000 2018,"Waves caused by high tide envelops a man standing outside his house near the Arabian Sea in Mumbai, India. The man… https://t.co/fSEsyTkyy2",0.0,0.0,1.0,0.0,45
346,@FoxNews,Sat Jul 14 21:02:18 +0000 2018,"RT @EricShawnTV: We're on! One hour down, two to go @FoxNews. The @POTUS @realDonaldTrump and Vladimir Putin meeting. How should Putin be p…",0.0,0.0,1.0,0.0,46
347,@FoxNews,Sat Jul 14 21:00:00 +0000 2018,"On an all-new 'OBJECTified,' @KrisJenner sits down with @harveylevintmz to discuss her journey – and the events tha… https://t.co/H9ZQ9mTEMg",0.0,0.0,1.0,0.0,47
348,@FoxNews,Sat Jul 14 20:58:19 +0000 2018,".@RepDeSantis: “I think Strzok’s testimony really left a lot of American frustrated because he was not honest, not… https://t.co/ri0TqkQc2r",-0.7271,0.0,0.724,0.276,48
349,@FoxNews,Sat Jul 14 20:56:48 +0000 2018,"Dan Springer: ""The Trump administration is making significant progress in reuniting immigrant children with their p… https://t.co/JLGQqd1OA9",0.5574,0.235,0.765,0.0,49
350,@FoxNews,Sat Jul 14 20:43:42 +0000 2018,".@HillaryClinton: ""I believe with all my heart that the test of any society is how we treat the most vulnerable amo… https://t.co/APZNWcuFNP",0.1298,0.108,0.803,0.088,50
351,@FoxNews,Sat Jul 14 20:36:46 +0000 2018,"Following former FBI lawyer Lisa Page's closed-door session with lawmakers, @RepMarkMeadows said he believes Page i… https://t.co/4KJEwfbBGs",0.0,0.0,1.0,0.0,51
352,@FoxNews,Sat Jul 14 20:35:54 +0000 2018,"Indiana patrol officer rescues, later adopts dog after finding it shot in face, covered in bleach https://t.co/SIK1oFjt6j",0.4588,0.211,0.789,0.0,52
353,@FoxNews,Sat Jul 14 20:15:40 +0000 2018,".@GillianHTurner: ""In a new 29-page indictment the DOJ released [Friday] the Russia special counsel draws a direct… https://t.co/Ewncn11fvB",0.4019,0.153,0.847,0.0,53
354,@FoxNews,Sat Jul 14 20:08:35 +0000 2018,Trump supporters turn out in London a day after protests https://t.co/pUAsSbIZ9r,0.25,0.227,0.625,0.148,54
355,@FoxNews,Sat Jul 14 20:03:55 +0000 2018,Taylor Swift jokes she's 'third wheel' after fan proposes to girlfriend in front of surprised pop star https://t.co/ZpbfI2962I,0.7184,0.364,0.636,0.0,55
356,@FoxNews,Sat Jul 14 19:51:58 +0000 2018,".@KimStrassel: ""If the American people are to have a prayer of ever finding out what the FBI did in 2016 with regar… https://t.co/A2xoHPWUp0",0.0,0.0,1.0,0.0,56
357,@FoxNews,Sat Jul 14 19:45:06 +0000 2018,".@marykissel on Vladimir Putin: ""How can you trust him when he's embarrassing President @realDonaldTrump in Syria,… https://t.co/gYfY77B6Wa",0.1779,0.158,0.718,0.124,57
358,@FoxNews,Sat Jul 14 19:44:06 +0000 2018,"Swing-vote senators signal potential support for Kavanaugh, despite well-funded left-wing pressure https://t.co/FFdEqRZhtC",0.5556,0.315,0.685,0.0,58
359,@FoxNews,Sat Jul 14 19:34:28 +0000 2018,".@marykissel on Trump, Putin summit: ""I think @realDonaldTrump just wants to get along, frankly. And I think he'd l… https://t.co/GuZr6sQPaN",0.0,0.0,1.0,0.0,59
360,@FoxNews,Sat Jul 14 19:29:13 +0000 2018,'CSI' episode helps Florida police solve a fake murder https://t.co/Ykwc1Nz5UK,-0.6597,0.256,0.291,0.453,60
361,@FoxNews,Sat Jul 14 19:21:15 +0000 2018,".@wjmcgurn on Brett Kavanaugh: ""He's not the kind of guy who wants to be a celebrity judge that Anthony Kennedy enj… https://t.co/4tYIoEmAsa",0.0,0.0,1.0,0.0,61
362,@FoxNews,Sat Jul 14 19:06:57 +0000 2018,OPINION: A Purple Heart for disgraced FBI agent Strzok? The very suggestion is an insult to the military https://t.co/6YoHkTbooI,-0.743,0.0,0.717,0.283,62
363,@FoxNews,Sat Jul 14 19:03:36 +0000 2018,".@esaagar on Lisa Page testimony: ""She is willing to talk about more of the details of the origination of the Trump… https://t.co/zs6IHbe8rd",0.0,0.0,1.0,0.0,63
364,@FoxNews,Sat Jul 14 19:00:32 +0000 2018,".@esaagar on Lisa Page testimony: ""We are going to learn more especially if she is willing to speak publicly before… https://t.co/RJ5IpzmxrR",0.0,0.0,1.0,0.0,64
365,@FoxNews,Sat Jul 14 18:52:22 +0000 2018,".@RepMarkMeadows: ""I can tell you Lisa Page is a very credible witness. She's doing her best to help us find the tr… https://t.co/b9ov1aDUnE",0.7845,0.257,0.743,0.0,65
366,@FoxNews,Sat Jul 14 18:50:59 +0000 2018,RT @EricShawnTV: A special 3 hour Saturday! I anchor starting at 4 pm EDT @FoxNews with @ArthelNeville. The #RussianHacking. What should @P…,0.4574,0.15,0.85,0.0,66
367,@FoxNews,Sat Jul 14 18:45:11 +0000 2018,"Alina Polyakova: ""Putin is going to want to have an olive branch that he can extend to @POTUS to say, 'look I'm a t… https://t.co/hkwcWuI7hh",0.25,0.12,0.88,0.0,67
368,@FoxNews,Sat Jul 14 18:41:52 +0000 2018,"Alina Polyakova on Trump-Putin summit: ""[@POTUS] holds all the cards ahead of this meeting."" https://t.co/xdNPTqUqPM https://t.co/ZZ6sAq3RU2",0.0,0.0,1.0,0.0,68
369,@FoxNews,Sat Jul 14 18:36:29 +0000 2018,Fox News Poll: Robert Mueller's investigation of the Trump campaign and Russia. https://t.co/t6USAF0GQR,0.0,0.0,1.0,0.0,69
370,@FoxNews,Sat Jul 14 18:35:16 +0000 2018,"Whitney Boan: ""We have this indictment, and that doesn't mean that this is the last indictment."" https://t.co/JKYhIynNDL",0.0,0.0,1.0,0.0,70
371,@FoxNews,Sat Jul 14 18:28:01 +0000 2018,Serena Williams loses to Angelique Kerber in Wimbledon final; dedicates performance to 'all the moms out there' https://t.co/IF6eJoQwAY,-0.3182,0.0,0.881,0.119,71
372,@FoxNews,Sat Jul 14 18:10:04 +0000 2018,Virtual reality developers aim to spark tech boom in the Deep South https://t.co/kGNnSFQqge,0.2263,0.137,0.863,0.0,72
373,@FoxNews,Sat Jul 14 18:05:39 +0000 2018,".@kevincorke: ""A bit of breaking news - Fox News can confirm that @POTUS and President Vladimir Putin will conduct… https://t.co/bElJ5ZYF8Y",0.0,0.0,1.0,0.0,73
374,@FoxNews,Sat Jul 14 18:00:00 +0000 2018,TONIGHT: Don’t miss “Fox Report with Jon Scott” at 7p ET on Fox News Channel! @JonScottFNC https://t.co/cv5d2FWMxo,-0.2244,0.0,0.894,0.106,74
